topic,gamma,document_id,advertiser,text
4,0.9988711494825627,63,Wayne Yevoli for State Senator 20,"📰 ""If excuses solved crime, Albuquerque would be the safest city in America,"" said the @[100064802858013:2048:Albuquerque Journal]'s Editorial Board in an eye-popping op-ed shedding light and frustration on the crime epidemic facing our community. 

The editorial DID NOT MINCE WORDS about the fact that our current elected progressive democratic super majority is directly to blame for this Crime Epidemic. It's worth pointing out, that data-driven and evidence based solutions were offered during the past legislative session, but Progressive Democrats refused to even give those bills a hearing! 😡😡

I was outraged to learn that our current sitting State Senator (and my opponent) joined in the efforts other elected/obstructionist Progressive Democrats to prevent ten crime-fighting bills from becoming law this session—including the ones aimed at keeping violent, repeat criminals off the streets and imposing harsher penalties on fentanyl dealers. 😡

From the Editorial:

""... House and Senate Democrats did not give any of the governor’s proposed bills a single committee hearing during the special session. What is not a misconception is that the body wash and shampoo are now locked up behind plexiglass at drug stores in Albuquerque. What is factual is that 3,217 defendants charged with 16,045 crimes since 2017 have had their cases dismissed after being found incompetent to stand trial. What is not complicated is that U.S. News & World Report ranks New Mexico the most dangerous state in America based on violent and property crime rates.

... Listening to state lawmakers talk about crime can be dismaying. Progressive Democrats have become as soft on crime as the jelly-filled doughnuts that sustain them throughout their day-long jeremiad lamentations about why they can’t really do anything about crime.

Fortunately, there’s an election on the horizon and all 112 legislative seats are up for grabs... Voters have a clear choice in November: More excuses and the status quo with the defund-the-police special interest groups running the state, or fundamental change on public safety. — We’re rooting for fundamental change.""

It is promising to see the Albuquerque Journal agree that current obstructionist, lenient Progressive Politicians and their ""defund the police"" policies are directly responsible for our communities being less safe. 

Read the full editorial here →  https://www.abqjournal.com/opinion/editorials/editorial-if-excuses-solved-crime-albuquerque-would-be-the-safest-city-in-america/article_2b0a16cc-5c0e-11ef-ad47-ebdcf5565900.html

If we want different outcomes, we must change our behaviors. If you want ""fundamental change on public safety,"" vote @[100079842340984:2048:Wayne Yevoli for State Senator 20]. 🗳

Addressing the crime crisis in our state is not complicated, and it's time to stop with the excuses. New Mexicans want change, now. Enough is enough. Vote WAYNE."
4,0.9987727102642991,678,Amanda Hernandez Troutman for Bullitt Co. Commonwealth’s Attorney,"I wanted to take a few moments to tell you about me and why I am running to be your next Bullitt County Commonwealth’s Attorney. 

I am Amanda Hernandez Troutman. 

First and foremost, I am a Christian. 
I am a wife, a mother, and a lifelong conservative Republican. My husband, Wes and I have three beautiful children- Remington, Arlington, and Huntington. Wes is a detective with the Louisville Metro Police Department, where he has worked since 2012. My husband and I are members of Southeast Christian Church Bullitt County, where we serve in the children’s ministry. Wes and I have both chosen a life of public service and believe that God has called upon us to help others. The Troutman family is blessed to call Bullitt County home and we are grateful to have each of you as our neighbors!

For the past 10 years, I have worked at the Commonwealth’s Attorney’s Office in Jefferson County. During my career as a felony prosecutor, I have seen firsthand the destruction caused by the growing national opioid crisis as well as a nationwide increase in violent crime. I have tried and won a variety of violent felony cases. Most recently, I tried a murder case resulting in a guilty conviction on all charges.

Unfortunately, many families in Bullitt County have been touched by these evils. Too many good families in Bullitt County have lost loved ones due to fentanyl and heroin overdoses. And just this year we have seen multiple homicides in Bullitt County. 

Drug traffickers and violent offenders must be held accountable for their actions and removed from our communities. As your Bullitt County Commonwealth’s Attorney, I will fight every day to make sure that Bullitt County remains a safe place for your children and mine. I will work diligently with our federal, state and local law enforcement agencies to ensure that our communities have the full support of the Commonwealth’s Attorney’s Office. 

This county needs a strong prosecutor who will work hard to ensure that our community stays the safe place we all love. As your Commonwealth’s Attorney, I will take cases to trial and do whatever work is necessary to hold criminals accountable. Thank you for your time and I would be honored to have your vote in May! 

I also want to thank each of you for taking the time out of your day to read this! I would appreciate if you would take a moment to share this post with your friends and family! I am humbled by the support I have received from each of you!

God Bless Bullitt County,

Amanda Hernandez Troutman"
4,0.9986929247628451,257,Scotty Jacobs for Supervisor 2024,"It’s time for a new generation of political leadership in San Francisco! 🌁 If you’re tired of ancient and out of touch leadership, then elect someone who is committed to being YOUR voice for common sense solutions in City Hall. We need younger elected officials who will put progress in front of ideology to tackle San Francisco’s most pressing issues. As your District 5 Supervisor, I will:

1️⃣ Actually get affordable housing built. We cannot have conversations about building housing and insist on 100% affordable housing units - that’s how you end up with minimal new housing builds in SF (thanks, @deanprestond5). 

2️⃣ Revitalize downtown by making it a live-work environment. That means fast-tracked conversion of low-density Class B and Class C offices to residential units, entertainment zones, and a 4AM last call. San Francisco should become the dance music capital 🪩🕺🏻💃🏻 of the West Coast (hey @fredagainagainagainagainagain, wanna run City Hall back sometime?)

3️⃣ Clean, safe streets for residents and families. I will support moving encampments and ensuring those suffering the most on our streets get the resources and treatment they need. Yes, that includes 5150 holds as a warm transition for those who receive City-provided Narcan. Yes, it also includes referring convicted, undocumented drug dealers to ICE. Yes, it means harsher sentencing guidelines for Fentanyl distribution.

4️⃣ Invest in MUNI 🚌, and create a City-administered program for our lower-income residents to leverage the same pre-tax commuter benefits as the ones available to those who work in tech.

5️⃣ Fully fund the police 👮, while investing in the tools (like Prop E technologies) to more rapidly apprehend criminals.

6️⃣ Fix our broken budget and end the nonprofit industrial complex in City Hall. We have a $16B budget (one of the largest municipal budgets in the world), nearly $6B of which goes to “outside vendors” with no performance metrics or accountability on how resources get used. We can’t spend that much money with crossed fingers - we need to double down on the organizations driving outcomes, and cut the fat everywhere else. 

#affordablehousing #sf #sanfrancisco"
4,0.9986618575642483,838,Senator Mike Stuart for WV,"I am BUILT to be a strong West Virginia Attorney General

MakeWVGreat.com is the new website. 

The ""Kickoff"" video for my campaign for Attorney General of the Great State of West Virginia is attached below. 

My family hails from Barbour County; I was raised in the Morgantown area and graduated from Morgantown High; My wife and her family are from Fairmont; and We've raised our family in Kanawha County.  I represent Lincoln, Logan, Boone and Kanawha in the Senate.  My story is the West Virginia story.  

I’m a PROVEN conservative with a voting record to match.  I co-chaired President Trump's state campaign in 2016, served as the US Attorney, beat a 4-term, 16-year Democrat incumbent by 17% in a 5:1 Democrat District, and now I'm running for West Virginia Attorney General.

I had a big, historic record as United States Attorney- prosecuted two members of the State Supreme Court; largest medicaid fraud prosecution in the history of West Virginia; largest drug raid in the history of West Virginia targeting nearly 100 defendants with 250 law enforcment officers; largest meth takedown in the history of West Virginia; took enough fentanyl off the streets to kill more than 40 million people; and proposed the ""Back the Blue"" license plate for which my truck has plate #0001. 

We live in an era of fake news, cancelled truth, ESG, woke corporate boards, cultural warriors, climate crazies, gender confusion, election uncertainty, drug normalization, indoctrinators and history haters. You know who is responsible to protect you and fight all of those things in West Virginia? The Attorney General. You better hire a real conservative and somone with a proven record who's not afraid to fight. Like I said, I'm built to be the Attorney General.

We can’t afford a RINO as the next Attorney General. It’s a serious job with serious ramifications for the people of West Virginia. Real jobs and our values hang in the balance.  If you’re voting record says “RINO,” well, you’re a RINO. 

As for me- 100% proven tested unapologetic bonafide America First conservative!"
4,0.9986618564202461,356,Jesus David Mendoza for  Congress,"My name is Jesús David Mendoza and I'm running for Congress in Arizona's 3rd Congressional District, currently held by Ruben Gallego, and I'm a legal immigrant from Colombia who is running for Congress to prevent the same radical socialism which took over many Latin American nations from taking over the United States.

Arizona's 3rd Congressional District contains much of South Phoenix, Downtown, and Maryvale, areas represented by Democrats for over 80 years in Congress. Over 80 years of single party leadership has resulted in poor infrastructure, a homelessness crisis, and the highest inflation rates in America.

The people of our community are craving a change - but we need resources to make that change and win in November. Democrats have lost over 31,000 registered voters since the 2022 cycle and recent polling suggests that 69% of voters would vote across party lines to support a candidate whose ideas they support.

Can you please contribute $50 or more to help us flip a critical district in America's most critical swing state?
https://secure.anedot.com/mendoza/contribute

Thank you to Kim Klacik for the ad inspiration.,My name is Jesús David Mendoza and I'm running for Congress in Arizona's 3rd Congressional District, currently held by Ruben Gallego, and I'm a legal immigrant from Colombia who is running for Congress to prevent the same radical socialism which took over many Latin American nations from taking over the United States.

Arizona's 3rd Congressional District contains much of South Phoenix, Downtown, and Maryvale, areas represented by Democrats for over 80 years in Congress. Over 80 years of single party leadership has resulted in poor infrastructure, a homelessness crisis, and the highest inflation rates in America.

The people of our community are craving a change - but we need resources to make that change and win in November. Democrats have lost over 31,000 registered voters since the 2022 cycle and recent polling suggests that 69% of voters would vote across party lines to support a candidate whose ideas they support.

Can you please contribute $50 or more to help us flip a critical district in America's most critical swing state?
https://secure.anedot.com/mendoza/contribute

Thank you to Kim Klacik for the ad inspiration."
5,0.999685620080275,41,True Crime Story Magazine,"Inside the Investigation of Noah Presgrove’s Mysterious Death — and the Unanswered Questions
By: People 

Police say they have ""conducted numerous interviews and reviewed leads and evidence""

In May, Oklahoma authorities released the long-awaited autopsy findings into the mysterious death of Noah Presgrove — but questions still remain and, in the weeks since the report was made public, PEOPLE has spoken to numerous individuals involved in the case to get more answers.

Noah’s bloodied and battered body was found early on Sept. 4, 2023, about a mile’s drive from a rowdy house party that he attended with friends the night before his death.

The 19-year-old Comanche, Okla., resident was naked, the base of his skull had been split in two, his spine was fractured and an 8-inch head wound peeled back part of his scalp to the bone, his autopsy states.

In a cover story in this week’s magazine, Oklahoma state police — who are continuing to investigate the death — tell PEOPLE that they don’t believe Noah was murdered but can’t comment further while their work continues. 

Initially, law enforcement arriving to the roadside scene where Noah’s body was reported by two drivers believed that the talented athlete and recent high school graduate had died in a road accident, possibly a hit-and-run. 

But the more that investigators examined the site, the more their suspicions darkened.

“We’ve had other people hit before, and we can recreate it and make it make sense,” says Jefferson County Sheriff Jeremie Wilson, who was one of the first responders on Sept. 4. “This whole situation didn’t sit well with me.”

Desperate for answers, Noah's family has launched their own campaign for the truth — including hiring a private investigator — to try and solve the heartbreaking case.

“We won’t stop until Noah has justice,"" says Dailen Presgrove, Noah’s 24-year-old brother, who hopes that by speaking with PEOPLE it will inspire someone who knows what happened to come forward.

Here's what to know about what's been confirmed in the case and what remains to be discovered.

What happened in the hours leading up to Noah’s death?

The tragedy that has consumed Noah’s family and friends began to unfold in the predawn darkness of Sept. 4, when two passing motorists spotted the teenager lying on the side of Oklahoma's Highway 81. Blood had pooled by his head. “It looked awful odd,” one of the drivers told 911. 

Tyler Hardy was one of the two 911 callers that morning and remained on the scene after reporting Noah’s body. Hardy tells PEOPLE the truck driver, the other caller, returned and waited as well.

“His legs were bent and his back was towards the road,"" Hardy says of Noah's body. ""His legs were towards the ditch, and his head was kind of just laid there right along ... His whole body was laid along the white line, but he was laying on what would've been his right side.” 

In May, the teen’s autopsy report, obtained by PEOPLE, revealed that he died of “multiple blunt force injuries” but that the cause of those injuries remains “undetermined.”

The autopsy includes some further details about Noah's final hours alive, which have been expanded upon by interviews with some of those close to him.

Noah was drinking at a house party in Terral, Okla., the night before he was found dead, according to his family and his best friend, 19-year-old Jack Newton.

At some point, Noah left the party and “rode an ATV ranger vehicle with several men that had a roll over incident,” according to a narrative describing the circumstances of his death in his full autopsy report, which was obtained by PEOPLE on May 13.

Additional details about what that ""incident"" entailed were not included in the report, which only noted that Noah survived and “returned to the party where he got into an argument."" He later left the party at an unspecified time.

Jack tells PEOPLE that, though he says he was asleep at the party at the time, he believes Noah left around 3:30 a.m. on Sept. 4. Another partygoer posted on social media about 10 minutes later that Noah was ""missing,"" and no one has said publicly that he was seen alive again.

Noah's brother Dailen previously told PEOPLE that investigators have collected Snapchats, videos and text messages from partygoers, however the timeline of events is still incomplete. The P.I. working with the family, Kathy Bingham, says she has zeroed in on two of the night's attendees and will be providing law enforcement with what she's learned.

An attorney for party host Avery Howard declined to answer specific questions for PEOPLE's cover story but said in a statement that she and her extended Wilcoxson family are working with investigators. (Noah's relatives say the party house wasn't searched after Noah's body was found.)

“The entire Wilcoxson family mourns the tragic death of Noah Presgrove,” lawyer Andrew Benedict said. “The Wilcoxson family has coordinated and cooperated with the investigating law enforcement agencies completely and intends to continue such cooperation until the investigation is concluded.”

How did Noah’s body end up on the side of the highway?

It is unclear when and where Noah died, but at 5:43 a.m. on Sept. 4, the first 911 caller reported seeing him along Highway 81.

According to the narrative of Noah’s death included in his autopsy, the two-lane highway passing through Terral is “poorly lit at night” with two traffic lanes including shoulders on each side and with a speed limit of 65 mph.

In the autopsy report, he was listed as a pedestrian but “no vehicle parts or debris,” were found on the road near his body. 

His brother previously told PEOPLE that authorities have told him that they do not believe Noah was involved in a hit and run.

Dr. Priya Banerjee is a board-certified forensic pathologist unconnected to the probe, but she has reviewed Noah’s autopsy that pinpoints his cause of death as blunt force injuries.

Whatever happened — accidental or nefarious — she says that she keeps coming back to this detail: Something seems to have hit Noah on the left side of his head. Hard.

“There’s so many possibilities, and nothing about the injury pattern [detailed in the autopsy report] will help narrow it down further,” Banerjee says in this week's cover story.

Why was Noah naked, wearing only mismatched shoes?

The state of Noah’s body is still the subject of many of his family’s most urgent and unanswered questions.

Naked, Noah wore only mismatched shoes: an Adidas on his left and a Hey Dudes on his right, per the autopsy report. “Debris and grass” were stuck in the laces of each, with more in the left shoe.

A silver-plated chain necklace from Noah’s grandmother lay scattered in pieces not far away, near remnants of a tooth. 

His undamaged shorts were first seen about 30 yards away.

Jack, Noah's best friend, tells PEOPLE that the shorts were actually borrowed from him: Noah put them on after cleaning himself up following the ATV incident

“The report answers some questions but also raises many more,” Dailen told PEOPLE after reviewing the report. ""I'm at a loss of words.""

What Is Noah’s manner of death?

The two most important components of an autopsy report are the cause and manner of death, the latter which essentially describes — “how did it happen?”

In solved cases, the manner of death is typically assigned the following categories: “natural,” “accident,” “suicide” or “homicide.” But there is another option.

In Noah’s case, the medical examiner has said that the 19-year-old died from “multiple blunt force injuries."" How Noah became injured in the first place, however, remains “unknown.”

Included in the autopsy report are toxicology tests, Those tests appeared clean, with no amphetamine, methamphetamine, fentanyl, cocaine, opiates, PCP, barbiturates, or benzodiazepines detected in his system. (The panel of tests are not designed to detect other drugs like oxycodone, methadone or clonazepam.) 

Alcohol was found in Noah's system, although it’s unclear what effect, if any, that had in the circumstances surrounding his death.

“At this time, what transpired on how the body was found on the road having multiple blunt force injuries is unknown,” medical examiner Leonardo Roquero wrote in the autopsy report. “Therefore, the manner of death is deemed undetermined.”

What are police still looking for? 

Oklahoma’s Department of Public Safety previously confirmed to PEOPLE that while authorities are not “currently” investigating the case as a murder, “The investigation is not over.”

“Investigators have conducted numerous interviews and reviewed leads and evidence,” Sarah Stewart of the state’s law enforcement agency said in the May 2 statement, noting that Noah’s death case remains open and is currently being jointly investigated by the Oklahoma Highway Patrol and Oklahoma State Bureau of Investigation.

“There are many conflicting accounts of that night,” says Noah's brother. “With so much time passing, it seems that the stories are changing. Other times it feels that they are reading off of a script. It’s hard to trust anyone.”

State authorities ask that if anyone has information about Noah’s death, contact them at 580-353-0783.

#truecrime #truecrimecommunity #noahpresgrove #whathappened  
#bluntforcetrauma #fetalposition #laborday #labordayweekend #labordayweekend2023 #unsolvedmystery #SuspiciousDeath #unsolved #justicefornoah #JusticeForNoahPresgrove"
5,0.9992751906188501,1096,Lori McCann - Idaho State Representative - District 6a,"Happy Friday!  Here is my Friday Message, describing some of the goings on at the Capitol this week.
Please let me know if you have any questions!
———

Representative Lori McCann
January 26, 2024
FRIDAY MESSAGE
 
Another busy week at the Capitol ends with several bills moving out of committee that might be of interest to you.  
In House Education, we passed HB422, the new Charter Act.  This bill helps ensure we keep the best of our Charter Schools by rewarding them with a lengthier certificate if they show good performance and that the Charter has met all requirements under the law.  This law will also look deeper into those Charters that are not meeting requirements, losing students, and teachers, by having a group of mentors that will go in and work with the Charter School to help them improve, or they will no longer be able to continue.  This bill passed out of Committee with only 1 no vote, and the no vote had some very valid questions that will be monitored.  This new Act repeals and replaces the old one.  The Charter movement started more than 25 years ago in Idaho, and is one of many school-choice options for Idaho families.
Another education bill that went through State Affairs is HB415.  This bill makes it legal for Teachers and others to carry a concealed weapon while teaching or working in the school building.  I have been receiving so many emails regarding this.  Right now, it is over 4:1 against allowing this.  I would love to hear from school districts, teachers, school board members/trustees, and parents.  I am very conflicted about this bill.  The enhanced carry does require some training, but does it train and work with these folks who may have never carried a weapon, to act in a severely stressful situation?  Please let me know how you feel about this.
The Fentanyl bill I mentioned in my last message, HB 406, with mandatory minimums made it through the Judicial and Rules Committee with no recommendation to the body.  This means they did not overwhelmingly pass the bill and send it with a “due pass recommendation.”  The bill is being supported by law enforcement, prosecutors, and others, but is not supported by the judiciary as it takes any discretion away from our judges in sentencing.  Fentanyl is such a powerful drug that is killing our people from young to old and this bill is a rewrite from last session.  I would like to hear your thoughts.
There has been disagreement this past week in our Joint Finance and Appropriations Committee on the process that is being taken on hearing budgets.  Some believe the new process of presenting maintenance budgets first, is not giving a clear picture of what “actually” is a full maintenance budget.  Those who like this new process say this will give the Legislature and you, the people, a more transparent view of what is actually in every budget.  Leadership in both Chambers are working together to find a solution.  Stay tuned.  We will see what they work out.
This week I continued my work on finding a solution for our Seed Producers who are having a hard time getting payments on time from some Seed dealers.  On Thursday I met with Farm Bureau, the Director and Assistant Director of the Department of Ag., along with other folks who represent these producers and dealers to discuss the problem, and to see what possible solutions we can find.  We will continue our discussions over the next couple of weeks and then will decide how we want to proceed.  This might be something that will take this session and next before we get the best solution for all.
Next week I will be presenting several of my bills, and a resolution to start discussions about Idaho Students attending the new Veterinarian School at Utah State.  We are hoping that the University of Idaho folks can begin talks with Utah State to reserve some seats for Idaho students.  With the shortage of Large Vets in our State, and the fact that Idaho does not have a vet school, we want to ensure we have spots for our Idaho students to attend school to become a large vet and come back to Idaho to practice.  We have such an agreement with Washington State University for a certain number of Idaho seats, similar to the Medical program, WWAMI.
Wishing you all a wonderful weekend, and I’ll be back in touch next Friday.
In Service,
Representative Lori McCann
District 6A"
5,0.9982111378631792,206,Miami Corruption Tracker,"The FBI raided the waterfront home of major Miami-Dade developer Sergio Pino and his company’s office in Coral Gables last week on June 24, according to reporting by the Miami Herald. This unleashed a series of headlines around the world, unveiling toxic details about Mr. Pino’s divorce proceedings with his wife, including allegations that he “poisoned his estranged wife multiple times with fentanyl” (NY Post) and “Sergio Pino says someone shot at the front door of his home, made phone threats” (Miami Herald).

So who is Sergio Pino? He is a prominent developer specializing in Doral real estate, yet he is also a notorious businessman known for his controversial dealings. Despite remaining largely out of the headlines since the collapse and bailout of U.S. Century Bank, a bank in which he was a major early investor and served as Vice President of its board, his name has resurfaced due to details emerging from his contentious divorce. 

Known for his significant local influence, Pino has been a major fundraiser, giving prolific sums to Miami’s political dynasties for decades, currying favor from local politicians and rubbing elbows with the powerful. Since he is in the current spotlight, we decided that Miamians deserve a recap of his influence and indiscretions.,El desarrollador de Miami-Dade, Sergio Pino, ha sido objeto de la atención mundial debido a las acusaciones en torno a su divorcio. Las acusaciones incluyen envenenamiento y amenazas, generando una investigación del FBI. Además, Pino ha sido implicado en controversias financieras y donaciones políticas influyentes en el condado de Miami-Dade."
5,0.9981278524964593,1144,Paul Edward King,"PLEASE SHARE! 🙏
It's an Upside down world.

We live in a world where James Jones, Hitler and Joseph Stalin can kill hundreds and get nothing, but a man get fined 83.3 million   for an alleged rape?
We live in a world that the news pushes their opinion and narrative on us, that's not news it's biased. 
We have a country where veterans don't get care and homeless sleep on the street, but we care for 15 million illegals.
Our country pays the lazy not to work with welfare and social security disability ( to those are able to work) and meal tickets while taxes us to extinction.
The better you do in life (the harder your work) the more they take.
People want support for their kids that they created and pay to go to college but let's not make insulin affordable for those with diabetes.
Government overstepping its boundaries and rights telling states what they can do or not do in their own states, while illegals are bankrupting them.

People are allowed to have open Satan worshipping while Christian churches are condemned in many liberal cities. 
Our country is against most of what God stands for such as man married to a woman and raising a godly family.
 Not only is America against it they push the gay agenda.
Pedophiles and sex trafficking is running rampant in America, as well as drug use, especially fentanyl. 

Squatters are given as many rights as the homeowner's and their home that they break into and invade, then destroy.

LASTLY, just who in their right mind thinks it's okay for children to want to be another sex or identify as an animal?
Go ahead and vote for those liberal far left loons, this is the result of it.
Paul E King"
5,0.998115317363131,1151,Paul Edward King,"PLEASE SHARE!
It's an Upside down world.

We live in a world where James Jones, Hitler and Joshep Stalin can kill hundreds and get nothing, but a man get fined 83.3 million   for an alleged rape?
We live in a world that the news pushes their opinion and narrative on us, that's not news it's biased. 
We have a country where veterans don't get care and homeless sleep on the street, but we care for 15 million illegals.
Our country pays the lazy not to work with welfare and social security disability ( to those are able to work) and meal tickets while taxes us to extinction.
The better you do in life (the harder your work) the more they take.
People want support for their kids that they created and pay to go to college but let's not make insulin affordable for those with diabetes.
Government overstepping its boundaries and rights telling states what they can do or not do in their own states, while illegals are bankrupting them.

People are allowed to have open Satan worshipping while Christian churches are condemned in many liberal cities. 
Our country is against most of what God stands for such as man married to a woman and raising a godly family.
 Not only is America against it they push the gay agenda.
Pedophiles and sex trafficking is running rampant in America, as well as drug use, especially fentanyl. 

Squatters are given as many rights as the homeowner's and their home that they break into and invade, then destroy.

LASTLY, just who in their right mind thinks it's okay for children to want to be another sex or identify as an animal?
Go ahead and vote for those liberal far left loons, this is the result of it.
PLEASE SHARE"
5,0.9980766841939656,1153,Paul Edward King,"Upside down world.
We live in a world where James Jones, Hitler and Joshep Stalin can kill hundreds and get nothing, but a man get fined 83.3 million   for an alleged rape?
We live in a world that the new pushes their opinion and narrative on us, that's not news it's biased. 
We have a country where veterans don't get care and homeless sleep on the street, but we care for 15 million illegals.
Our country pays the lazy not to work with welfare and social security disability ( to those are able) and meal tickets while taxes us to extinction.
The better you do in life (the harder your work) the more they take.
People want support for their kids that they created and pay to go to college but let's not make insulin affordable for those with diabetes.
Government overstepping its boundaries and rights telling states what they can do or not do in their own states, while illegals are bankrupting them.
People are allowed to have open Satan worshipping while Christian churches are condemned in many liberal cities. 
Our country is against most of what God stands for such as man married to a woman and raising a godly family. Not only is America against it they push the gay agenda.
Pedophiles and sex trafficking is running rampant in America, as well as drug use, especially fentanyl. 
Squatters are given as many rights as the homeowner's and their home that they break into and invade, then destroy.

LASTLY, just who in their right mind thinks it's okay for children to want to be another sex or identify as an animal?
Go ahead and vote for those liberal far left loons, this is the result of it.
PLEASE SHARE"
5,0.9980226401615444,1156,Paul Edward King,"Upside down world.
We live in a world where James Jones, Hitler and Joshep Stalin can kill hundreds and get nothing, but a man get fined 83.3 million   for an alleged rape?
We live in a world that the new pushes their opinion and narrative on us, that's not news it's biased. 
We have a country where veterans don't get care and homeless sleep on the street, but we care for 15 million illegals.
Our country pays the lazy not to work with welfare and social security and meal tickets while taxes us to extinction.
The better you do in life (the harder your work) the more they take.
People want support for their kids that they created and pay to go to college but let's not make insulin affordable for those with diabetes.
Government overstepping its boundaries and rights telling states what they can do or not do in their own states, while illegals are bankrupting them.
People are allowed to have open Satan worshipping while Christian churches are condemned in many liberal cities. 
Our country is against most of what God stands for such as man married to a woman and raising a godly family. Not only is America against it they push the gay agenda.
Pedophiles and sex trafficking is running rampant in America, as well as drug use, especially fentanyl. 
Squatters are given as many rights as the homeowner's and their home that they break into and invade, then destroy.

LASTLY, just who in their right mind thinks it's okay for children to want to be another sex or identify as an animal?
Go ahead and vote for those liberal far left loons, this is the result of it."
5,0.9979506561283955,525,Will Kendall for Sheriff,"Have you seen our new ad? 🔊

When it comes to keeping Houston County safe, experience matters! I'm a Marine, a criminal investigator, and a conservative who will uphold both our Constitution and the rule of law. My extensive experience in the military, the courtroom, and law enforcement makes me uniquely qualified and ready to protect our community on day one.

Learn more by visiting my website, www.kendall4sheriff.com, or call me on my cell at (812) 309-8345. I hope to earn your vote!

--
More about Will below:

Will has spent his entire adult life in service at the local, state, and federal levels. He started his career as an eight-year Marine Combat Veteran, which included serving as a military working dog handler and a criminal investigator, before becoming the District Attorney of Houston County. He has dedicated his life to serving with integrity and utilizing and honing his leadership skills for the betterment of his community and country.
 
As District Attorney, Will has fought hard against crime in the Houston County community. From criminal street gangs to drug cartels and traffickers of fentanyl, he has always stepped up to meet the needs of the neighborhoods to keep them safe. Even as District Attorney, Will has regarded his office as a place of public service, never turning anyone away and always keeping an open door. He vows to continue to do the same thing as sheriff and ensure Houston County is, and remains, a safe place for families and businesses."
5,0.9977722412906658,1016,Lori Bishop for Idaho Senate,"Each day in the Idaho Legislature the future of our state is being decided one vote at a time. Here are some of the important decisions that were made this past week: 

S1245 Clarifying that current regulations of pesticide labeling is sufficient, this bill was sponsored by seventeen legislators who represent agricultural areas in Idaho. Designed to prevent excessive lawsuits, this bill failed in the Senate by a 15-19-1 vote.  My opponent voted against this bill. 

S1261 passed the Senate on a close vote this week and will now go to the House. This bill establishes a teleworking policy for state employees in all three branches of government, limiting the number of staff that can work remotely.

S1253  The Children’s Device Protection Act requires parental protection software to be automatically turned on when devices intended for use by a minor are sold in Idaho. It has passed the Senate and is now in the House State Affairs Committee.  While this is not a silver bullet to keep children safe online, it serves as another layer of protection that I support.  My opponent voted against this bill.

H406 has been passed by both chambers and now awaits the Governor Little’s consideration.  This bill sets mandatory minimum sentences for trafficking fentanyl in Idaho, and establishes the crime of drug-induced homicide.
Read more in this week's newsletter:"
5,0.997680454481872,604,Will Kendall for Sheriff,"The second week of early voting is underway! Will you help our campaign by sharing this post with your friends and family? As always, if you know anyone who is still on the fence about the Sheriff's election, please have them call me on my cell: (812) 309-8345. I would love to earn their vote!

----
Learn more about Will below:

Will has spent his entire adult life in service at the local, state, and federal levels. He started his career as an eight-year Marine Combat Veteran, which included serving as a military working dog handler and a criminal investigator, before becoming the District Attorney of Houston County. He has dedicated his life to serving with integrity and utilizing and honing his leadership skills for the betterment of his community and country.

As District Attorney, Will has fought hard against crime in the Houston County community. From criminal street gangs to drug cartels and traffickers of fentanyl, he has always stepped up to meet the needs of the neighborhoods to keep them safe. Even as District Attorney, Will has regarded his office as a place of public service, never turning anyone away and always keeping an open door. He vows to continue to do the same thing as sheriff and ensure Houston County is, and remains, a safe place for families and businesses."
